order_id,order_date,store_id,region,sales_channel,product_id,category,subcategory,product_name,unit_price,quantity,discount_rate,revenue,cost,profit,payment_method,customer_id,customer_segment,promo_code,is_return,return_date,inventory
168,2025-09-20,Store-2,South,Online,P106,Home,Decor,Decor 20,51.47,2,0,102.94,66.69,36.25,Wallet,C1044,Corporate,,true,2025-09-25,26
169,2025-08-15,Store-2,Central,Online,P186,Electronics,Audio,Audio 13,136.61,5,0,683.05,494.56,188.49,Cash,C1182,Corporate,,false,,5
170,2025-06-21,Store-1,Central,Retail,P100,Electronics,Audio,Audio 10,82.23,3,0,246.69,172.81,73.88,Cash,C1085,Corporate,,false,,27
171,2025-09-12,Store-2,South,Online,P124,Home,Decor,Decor 15,60.3,2,0.1,108.54,66.26,42.28,Wallet,C1006,Corporate,WINTER10,false,,45
172,2025-06-15,Store-1,North,Retail,P116,Sports,Fitness,Fitness 18,91.45,2,0,182.9,129.93,52.97,Card,C1184,Corporate,NEW20,false,,19
173,2025-07-29,Store-3,North,Online,P186,Home,Decor,Decor 5,188.71,3,0.15,481.21,418.6,62.61,Wallet,C1094,Small Business,WINTER10,true,2025-08-08,32
174,2025-06-26,Store-1,North,Online,P134,Sports,Fitness,Fitness 13,10.6,5,0,53.0,36.74,16.26,Cash,C1181,Consumer,WINTER10,false,,20
175,2025-06-23,Store-3,North,Online,P146,Sports,Fitness,Fitness 17,152.9,2,0,305.8,249.42,56.38,Card,C1057,Corporate,WINTER10,true,2025-06-28,22
176,2025-07-20,Store-2,South,Online,P122,Home,Kitchen,Kitchen 1,76.48,3,0.1,206.5,125.47,81.03,Wallet,C1179,Corporate,WINTER10,true,2025-07-26,40
177,2025-06-11,Store-1,Central,Online,P177,Home,Kitchen,Kitchen 8,143.95,1,0.1,129.56,79.29,50.27,Card,C1110,Consumer,VIP5,false,,24
178,2025-09-01,Store-1,South,Retail,P172,Electronics,Audio,Audio 8,116.18,5,0.05,551.86,484.37,67.49,Wallet,C1175,Small Business,VIP5,false,,7
179,2025-09-13,Store-3,Central,Online,P177,Sports,Fitness,Fitness 2,194.96,1,0,194.96,163.27,31.69,Card,C1198,Corporate,,true,2025-09-20,47
180,2025-08-16,Store-1,Central,Online,P154,Home,Kitchen,Kitchen 15,186.39,5,0.1,838.75,631.24,207.51,Wallet,C1178,Consumer,NEW20,false,,31
181,2025-09-04,Store-1,North,Retail,P169,Electronics,Audio,Audio 6,194.04,2,0.15,329.87,223.68,106.19,Card,C1043,Corporate,VIP5,true,2025-09-06,12
182,2025-08-19,Store-2,North,Online,P185,Home,Decor,Decor 16,51.39,2,0,102.78,77.56,25.22,Cash,C1034,Small Business,VIP5,false,,8
183,2025-09-20,Store-3,North,Online,P180,Home,Kitchen,Kitchen 4,111.91,2,0,223.82,174.49,49.33,Cash,C1196,Corporate,WINTER10,false,,44
184,2025-07-06,Store-1,Central,Retail,P105,Electronics,Audio,Audio 2,179.68,3,0,539.04,341.31,197.73,Cash,C1114,Consumer,WINTER10,false,,28
185,2025-07-28,Store-3,Central,Retail,P171,Electronics,Audio,Audio 3,13.89,4,0.1,50.0,31.26,18.74,Wallet,C1084,Small Business,,false,,6
186,2025-08-20,Store-2,Central,Retail,P169,Electronics,Audio,Audio 11,6.62,1,0.05,6.29,4.96,1.33,Wallet,C1167,Small Business,VIP5,false,,5
187,2025-06-16,Store-3,North,Online,P118,Home,Decor,Decor 10,76.74,5,0,383.7,241.98,141.72,Wallet,C1079,Small Business,,false,,24
188,2025-06-22,Store-3,Central,Retail,P147,Electronics,Audio,Audio 5,112.47,3,0.05,320.54,215.34,105.2,Card,C1027,Small Business,NEW20,false,,13
189,2025-08-01,Store-2,Central,Online,P177,Home,Kitchen,Kitchen 19,127.17,2,0,254.34,165.09,89.25,Cash,C1163,Corporate,,false,,28
190,2025-07-30,Store-1,North,Retail,P104,Electronics,Phones,Phones 20,171.79,5,0.1,773.05,497.03,276.02,Card,C1169,Consumer,,true,2025-08-05,4
191,2025-07-25,Store-1,South,Online,P148,Electronics,Audio,Audio 10,5.82,5,0.05,27.64,21.29,6.35,Cash,C1021,Small Business,VIP5,true,2025-08-01,34
192,2025-09-23,Store-3,North,Retail,P179,Sports,Fitness,Fitness 3,163.17,1,0.05,155.01,121.33,33.68,Cash,C1144,Small Business,NEW20,false,,30
193,2025-08-22,Store-3,North,Retail,P167,Home,Kitchen,Kitchen 1,170.38,2,0.1,306.68,247.62,59.06,Card,C1169,Small Business,VIP5,true,2025-08-28,33
194,2025-06-29,Store-3,Central,Retail,P114,Home,Kitchen,Kitchen 8,40.2,2,0.15,68.34,56.38,11.96,Card,C1064,Small Business,,false,,33
195,2025-08-23,Store-2,South,Retail,P170,Electronics,Audio,Audio 15,49.18,5,0,245.9,201.8,44.1,Wallet,C1145,Consumer,NEW20,false,,28
196,2025-06-16,Store-3,South,Online,P113,Sports,Fitness,Fitness 15,166.89,4,0.15,567.43,369.61,197.82,Card,C1144,Corporate,,false,,23
197,2025-09-06,Store-3,North,Retail,P106,Electronics,Audio,Audio 12,13.14,5,0,65.7,48.48,17.22,Card,C1181,Consumer,NEW20,false,,39
198,2025-09-18,Store-1,South,Online,P121,Home,Kitchen,Kitchen 12,150.36,3,0,451.08,382.38,68.7,Card,C1061,Corporate,,false,,46
199,2025-07-31,Store-1,South,Retail,P145,Electronics,Phones,Phones 18,68.84,5,0,344.2,210.05,134.15,Wallet,C1062,Corporate,VIP5,false,,44
200,2025-07-26,Store-1,South,Retail,P102,Electronics,Phones,Phones 16,26.53,3,0,79.59,51.34,28.25,Cash,C1175,Small Business,NEW20,false,,37
201,2025-09-19,Store-2,South,Retail,P101,Home,Decor,Decor 1,71.76,2,0.1,129.17,96.95,32.22,Card,C1009,Consumer,WINTER10,true,2025-09-27,10
202,2025-08-26,Store-2,Central,Online,P166,Sports,Fitness,Fitness 3,75.38,5,0,376.9,261.33,115.57,Card,C1150,Small Business,,false,,10
203,2025-09-11,Store-2,South,Retail,P173,Home,Kitchen,Kitchen 15,80.64,3,0.05,229.82,138.3,91.52,Wallet,C1123,Corporate,WINTER10,false,,15
204,2025-07-27,Store-3,North,Online,P134,Electronics,Audio,Audio 13,58.3,5,0.05,276.93,195.8,81.13,Wallet,C1135,Small Business,WINTER10,false,,35
205,2025-09-22,Store-1,North,Retail,P181,Sports,Fitness,Fitness 4,75.77,3,0,227.31,195.91,31.4,Card,C1174,Consumer,VIP5,false,,47
206,2025-07-15,Store-3,South,Online,P170,Home,Kitchen,Kitchen 13,70.21,3,0.05,200.1,173.11,26.99,Cash,C1128,Corporate,WINTER10,false,,22
207,2025-06-18,Store-1,North,Online,P151,Home,Decor,Decor 15,82.23,3,0,246.69,191.44,55.25,Card,C1077,Small Business,VIP5,false,,46
208,2025-08-11,Store-3,South,Retail,P124,Electronics,Phones,Phones 19,185.33,5,0,926.65,640.57,286.08,Cash,C1119,Corporate,NEW20,false,,31
209,2025-07-09,Store-1,Central,Retail,P102,Sports,Fitness,Fitness 6,127.16,2,0,254.32,169.25,85.07,Cash,C1114,Consumer,,false,,32
210,2025-08-20,Store-1,North,Online,P116,Electronics,Phones,Phones 20,14.48,1,0.15,12.31,8.65,3.66,Card,C1001,Consumer,VIP5,false,,40
211,2025-07-10,Store-1,North,Retail,P195,Home,Kitchen,Kitchen 1,131.54,4,0.15,447.24,359.44,87.8,Cash,C1044,Consumer,NEW20,false,,5
212,2025-08-18,Store-3,Central,Retail,P151,Sports,Fitness,Fitness 9,188.35,1,0,188.35,165.29,23.06,Wallet,C1167,Corporate,,true,2025-08-28,45
213,2025-08-30,Store-2,North,Online,P119,Electronics,Phones,Phones 7,32.82,1,0.05,31.18,26.32,4.86,Cash,C1088,Small Business,,false,,42
214,2025-08-15,Store-3,Central,Online,P133,Sports,Fitness,Fitness 16,153.85,3,0.15,392.32,350.43,41.89,Cash,C1143,Corporate,VIP5,false,,8
215,2025-07-01,Store-1,South,Retail,P183,Electronics,Phones,Phones 12,34.37,2,0.1,61.87,51.17,10.7,Card,C1007,Small Business,WINTER10,false,,3
216,2025-08-07,Store-3,North,Online,P177,Home,Kitchen,Kitchen 12,148.83,2,0,297.66,225.79,71.87,Cash,C1199,Small Business,WINTER10,true,2025-08-15,13
217,2025-08-19,Store-2,Central,Retail,P141,Electronics,Audio,Audio 1,26.02,1,0,26.02,21.91,4.11,Cash,C1172,Corporate,,false,,36
218,2025-07-17,Store-2,Central,Online,P132,Electronics,Phones,Phones 1,56.15,4,0,224.6,150.35,74.25,Card,C1083,Corporate,VIP5,false,,31
219,2025-06-26,Store-3,North,Retail,P196,Home,Kitchen,Kitchen 5,165.45,3,0,496.35,347.18,149.17,Cash,C1063,Consumer,VIP5,true,2025-06-30,37
220,2025-06-05,Store-1,South,Retail,P199,Electronics,Phones,Phones 15,40.55,2,0.05,77.04,62.06,14.98,Card,C1038,Consumer,WINTER10,false,,9
221,2025-08-02,Store-3,Central,Online,P159,Electronics,Audio,Audio 13,22.6,3,0.1,61.02,52.76,8.26,Card,C1149,Consumer,WINTER10,false,,2
222,2025-06-16,Store-3,South,Online,P155,Sports,Fitness,Fitness 4,147.06,1,0.05,139.71,86.53,53.18,Card,C1030,Corporate,WINTER10,true,2025-06-17,11
223,2025-06-27,Store-3,South,Online,P164,Sports,Fitness,Fitness 4,108.34,4,0,433.36,305.45,127.91,Card,C1057,Small Business,,false,,45
224,2025-06-21,Store-1,Central,Retail,P105,Electronics,Phones,Phones 7,104.21,4,0.15,354.31,313.77,40.54,Cash,C1002,Corporate,,true,2025-06-30,18
225,2025-08-08,Store-2,South,Retail,P151,Home,Kitchen,Kitchen 14,67.06,4,0.1,241.42,215.32,26.1,Cash,C1194,Corporate,NEW20,false,,40
226,2025-05-30,Store-1,South,Retail,P193,Sports,Fitness,Fitness 13,198.25,2,0,396.5,248.23,148.27,Wallet,C1200,Consumer,,true,2025-06-08,20
227,2025-08-25,Store-3,Central,Retail,P173,Home,Decor,Decor 1,97.33,4,0.15,330.92,232.54,98.38,Wallet,C1097,Consumer,NEW20,false,,45
228,2025-06-07,Store-2,South,Retail,P184,Sports,Fitness,Fitness 11,19.04,5,0,95.2,83.51,11.69,Cash,C1067,Corporate,VIP5,true,2025-06-17,14
229,2025-06-17,Store-1,South,Retail,P126,Sports,Fitness,Fitness 17,37.98,3,0,113.94,91.39,22.55,Card,C1169,Corporate,WINTER10,false,,20
230,2025-07-17,Store-2,Central,Online,P119,Home,Decor,Decor 9,78.15,3,0.05,222.73,177.94,44.79,Wallet,C1133,Corporate,NEW20,false,,17
231,2025-07-19,Store-2,Central,Online,P181,Home,Decor,Decor 16,147.48,2,0.15,250.72,161.71,89.01,Wallet,C1033,Corporate,NEW20,false,,39
232,2025-07-16,Store-3,Central,Retail,P102,Home,Kitchen,Kitchen 18,44.17,5,0.05,209.81,129.52,80.29,Card,C1078,Small Business,,false,,20
233,2025-07-01,Store-1,Central,Retail,P167,Electronics,Phones,Phones 16,172.48,2,0,344.96,250.77,94.19,Cash,C1158,Corporate,,true,2025-07-08,23
234,2025-06-04,Store-3,Central,Retail,P182,Home,Decor,Decor 20,163.11,3,0,489.33,350.17,139.16,Wallet,C1033,Small Business,WINTER10,false,,4
235,2025-08-23,Store-1,Central,Online,P196,Electronics,Phones,Phones 15,78.98,5,0.1,355.41,266.19,89.22,Wallet,C1193,Consumer,,true,2025-08-31,44
236,2025-09-14,Store-2,Central,Retail,P108,Electronics,Audio,Audio 15,82.53,2,0.15,140.3,115.87,24.43,Card,C1171,Consumer,WINTER10,true,2025-09-23,2
237,2025-09-25,Store-3,Central,Retail,P198,Home,Decor,Decor 15,28.03,2,0,56.06,43.24,12.82,Card,C1026,Corporate,,false,,36
238,2025-07-27,Store-1,South,Online,P161,Home,Kitchen,Kitchen 2,112.32,4,0.15,381.89,245.2,136.69,Cash,C1012,Small Business,WINTER10,false,,21
239,2025-06-23,Store-3,North,Online,P135,Sports,Fitness,Fitness 17,56.16,3,0.1,151.63,102.58,49.05,Cash,C1142,Corporate,,true,2025-06-24,19
240,2025-07-07,Store-1,Central,Retail,P132,Sports,Fitness,Fitness 10,44.39,1,0,44.39,33.78,10.61,Cash,C1118,Small Business,NEW20,false,,23
241,2025-09-26,Store-2,North,Retail,P184,Sports,Fitness,Fitness 2,147.21,1,0.15,125.13,77.62,47.51,Wallet,C1082,Consumer,VIP5,false,,50
242,2025-07-25,Store-2,North,Online,P178,Sports,Fitness,Fitness 15,84.17,4,0,336.68,290.7,45.98,Card,C1046,Corporate,,false,,8
243,2025-09-17,Store-1,South,Retail,P101,Electronics,Audio,Audio 18,148.75,2,0.1,267.75,178.39,89.36,Wallet,C1172,Small Business,VIP5,false,,34
244,2025-09-14,Store-1,North,Online,P112,Sports,Fitness,Fitness 15,23.57,1,0,23.57,17.07,6.5,Wallet,C1065,Small Business,NEW20,true,2025-09-17,3
245,2025-09-25,Store-3,North,Online,P157,Electronics,Audio,Audio 10,152.84,5,0.05,725.99,589.56,136.43,Wallet,C1039,Corporate,VIP5,false,,35
246,2025-09-14,Store-1,North,Online,P104,Home,Decor,Decor 11,79.1,3,0,237.3,189.0,48.3,Wallet,C1023,Consumer,NEW20,false,,46
247,2025-06-22,Store-2,Central,Retail,P104,Electronics,Phones,Phones 12,28.81,2,0.15,48.98,37.12,11.86,Cash,C1125,Corporate,,true,2025-06-24,12
248,2025-07-31,Store-2,Central,Online,P117,Electronics,Audio,Audio 16,57.88,2,0.15,98.4,86.33,12.07,Card,C1148,Small Business,,false,,22
249,2025-06-23,Store-1,South,Retail,P122,Electronics,Phones,Phones 11,73.29,4,0,293.16,204.88,88.28,Cash,C1045,Consumer,VIP5,false,,46
250,2025-08-09,Store-2,North,Online,P176,Electronics,Audio,Audio 13,94.97,1,0,94.97,71.61,23.36,Card,C1105,Small Business,WINTER10,true,2025-08-19,22
251,2025-06-08,Store-2,South,Online,P121,Home,Kitchen,Kitchen 3,69.67,4,0.05,264.75,170.69,94.06,Card,C1027,Consumer,,false,,31
252,2025-07-03,Store-3,South,Online,P159,Home,Kitchen,Kitchen 8,36.99,5,0,184.95,139.09,45.86,Cash,C1050,Corporate,NEW20,false,,8
253,2025-09-23,Store-1,South,Online,P101,Electronics,Phones,Phones 4,188.95,4,0.15,642.43,426.11,216.32,Wallet,C1058,Consumer,WINTER10,false,,16
254,2025-06-02,Store-2,Central,Online,P172,Home,Kitchen,Kitchen 4,21.44,5,0,107.2,71.84,35.36,Wallet,C1198,Small Business,,false,,4
255,2025-08-14,Store-2,North,Online,P179,Electronics,Audio,Audio 6,163.86,3,0,491.58,414.48,77.1,Cash,C1151,Consumer,,false,,26
256,2025-09-07,Store-2,North,Online,P118,Electronics,Audio,Audio 17,137.37,2,0.05,261.0,216.9,44.1,Card,C1050,Consumer,VIP5,false,,0
257,2025-09-08,Store-2,North,Retail,P199,Sports,Fitness,Fitness 11,182.08,5,0,910.4,600.6,309.8,Wallet,C1012,Corporate,NEW20,false,,41
258,2025-08-29,Store-2,South,Online,P186,Home,Decor,Decor 16,31.31,3,0,93.93,77.35,16.58,Wallet,C1151,Consumer,NEW20,true,2025-09-07,19
259,2025-09-02,Store-3,South,Online,P132,Electronics,Phones,Phones 8,51.82,5,0.1,233.19,179.2,53.99,Cash,C1147,Small Business,,true,2025-09-09,50
260,2025-08-18,Store-3,Central,Retail,P111,Home,Decor,Decor 8,132.23,3,0.15,337.19,293.77,43.42,Cash,C1078,Consumer,VIP5,true,2025-08-28,1
261,2025-06-13,Store-2,Central,Retail,P138,Sports,Fitness,Fitness 15,33.44,5,0,167.2,104.49,62.71,Cash,C1119,Small Business,,false,,21
262,2025-06-10,Store-2,North,Retail,P184,Home,Decor,Decor 18,162.39,1,0,162.39,130.71,31.68,Card,C1096,Consumer,NEW20,false,,21
263,2025-06-18,Store-2,North,Online,P178,Home,Kitchen,Kitchen 13,65.17,3,0.15,166.18,139.13,27.05,Wallet,C1048,Consumer,NEW20,false,,0
264,2025-09-16,Store-1,North,Online,P172,Home,Decor,Decor 9,148.63,1,0.15,126.34,103.65,22.69,Wallet,C1170,Corporate,WINTER10,false,,42
265,2025-07-22,Store-1,South,Retail,P134,Home,Decor,Decor 10,75.56,4,0.15,256.9,216.46,40.44,Card,C1167,Corporate,NEW20,false,,44
266,2025-06-01,Store-1,South,Online,P148,Sports,Fitness,Fitness 15,65.67,5,0,328.35,268.81,59.54,Wallet,C1117,Consumer,VIP5,true,2025-06-04,0
267,2025-09-26,Store-2,North,Online,P173,Sports,Fitness,Fitness 17,14.1,4,0,56.4,46.49,9.91,Wallet,C1071,Small Business,WINTER10,false,,49
268,2025-08-07,Store-1,Central,Retail,P186,Electronics,Phones,Phones 13,101.13,3,0.05,288.22,200.96,87.26,Wallet,C1126,Consumer,,false,,8
269,2025-06-24,Store-3,North,Online,P194,Home,Kitchen,Kitchen 17,38.28,3,0,114.84,89.14,25.7,Cash,C1198,Corporate,WINTER10,false,,19
270,2025-09-21,Store-2,North,Retail,P151,Home,Decor,Decor 4,137.9,3,0.1,372.33,259.1,113.23,Cash,C1068,Consumer,WINTER10,true,2025-09-30,26
271,2025-08-19,Store-1,Central,Online,P135,Electronics,Audio,Audio 18,96.69,5,0.1,435.11,359.31,75.8,Cash,C1100,Corporate,NEW20,false,,40
272,2025-06-14,Store-2,Central,Online,P168,Electronics,Phones,Phones 19,64.59,5,0.05,306.8,208.52,98.28,Card,C1017,Small Business,,true,2025-06-16,19
273,2025-06-20,Store-3,North,Online,P150,Home,Decor,Decor 11,83.0,4,0.05,315.4,222.33,93.07,Card,C1182,Consumer,,true,2025-06-25,8
274,2025-06-26,Store-2,South,Online,P108,Home,Decor,Decor 17,5.61,5,0,28.05,21.69,6.36,Cash,C1054,Small Business,VIP5,false,,9
275,2025-06-27,Store-3,North,Online,P104,Home,Kitchen,Kitchen 13,176.34,2,0.1,317.41,248.76,68.65,Cash,C1182,Consumer,,false,,38
276,2025-06-26,Store-1,Central,Online,P186,Home,Kitchen,Kitchen 19,195.09,1,0.05,185.34,112.5,72.84,Wallet,C1018,Consumer,VIP5,false,,0
277,2025-07-27,Store-3,North,Retail,P164,Home,Kitchen,Kitchen 2,195.57,5,0.15,831.17,647.23,183.94,Card,C1010,Small Business,NEW20,false,,30
278,2025-06-27,Store-2,South,Retail,P167,Home,Kitchen,Kitchen 19,49.91,5,0,249.55,170.82,78.73,Wallet,C1137,Small Business,,false,,49
279,2025-06-21,Store-1,South,Retail,P147,Home,Decor,Decor 3,191.13,3,0,573.39,444.65,128.74,Cash,C1099,Small Business,,true,2025-06-25,42
280,2025-09-18,Store-1,Central,Retail,P109,Home,Kitchen,Kitchen 16,117.24,4,0.1,422.06,375.95,46.11,Wallet,C1158,Corporate,WINTER10,false,,39
281,2025-06-23,Store-1,Central,Online,P197,Home,Kitchen,Kitchen 7,19.91,5,0,99.55,72.83,26.72,Card,C1180,Small Business,WINTER10,false,,12
282,2025-08-09,Store-3,Central,Online,P192,Sports,Fitness,Fitness 1,17.23,2,0.1,31.01,18.73,12.28,Wallet,C1184,Small Business,,false,,35
283,2025-07-14,Store-3,North,Retail,P139,Home,Kitchen,Kitchen 4,13.63,2,0.05,25.9,18.81,7.09,Card,C1182,Corporate,,false,,6
284,2025-09-16,Store-1,Central,Retail,P110,Home,Decor,Decor 11,159.98,4,0,639.92,547.13,92.79,Wallet,C1144,Corporate,,true,2025-09-20,22
285,2025-07-01,Store-3,North,Online,P166,Home,Kitchen,Kitchen 14,156.01,4,0,624.04,526.42,97.62,Cash,C1034,Consumer,,false,,13
286,2025-08-31,Store-3,South,Retail,P101,Electronics,Phones,Phones 3,95.42,1,0,95.42,82.7,12.72,Wallet,C1018,Corporate,VIP5,true,2025-09-08,49
287,2025-08-19,Store-1,North,Online,P145,Electronics,Audio,Audio 13,176.72,1,0.15,150.21,129.67,20.54,Card,C1112,Corporate,,true,2025-08-21,36
288,2025-08-30,Store-3,North,Retail,P151,Electronics,Audio,Audio 8,144.78,4,0.1,521.21,407.47,113.74,Card,C1127,Small Business,NEW20,false,,44
289,2025-06-29,Store-1,North,Retail,P195,Sports,Fitness,Fitness 8,128.61,1,0,128.61,80.78,47.83,Card,C1000,Consumer,NEW20,false,,25
290,2025-06-29,Store-1,South,Online,P181,Sports,Fitness,Fitness 19,184.26,3,0,552.78,357.11,195.67,Card,C1122,Consumer,,false,,9
291,2025-09-10,Store-3,North,Retail,P165,Electronics,Phones,Phones 13,183.69,1,0,183.69,157.13,26.56,Wallet,C1165,Consumer,,false,,45
292,2025-06-05,Store-3,South,Retail,P150,Home,Decor,Decor 1,114.18,2,0,228.36,149.85,78.51,Wallet,C1117,Consumer,,false,,42
293,2025-07-23,Store-1,South,Online,P166,Sports,Fitness,Fitness 12,137.14,1,0,137.14,117.24,19.9,Card,C1022,Corporate,VIP5,false,,19
294,2025-09-04,Store-2,North,Retail,P173,Sports,Fitness,Fitness 11,154.91,1,0,154.91,96.43,58.48,Card,C1174,Small Business,,false,,33
295,2025-07-18,Store-2,Central,Online,P102,Electronics,Phones,Phones 2,144.75,1,0,144.75,123.76,20.99,Cash,C1014,Consumer,,false,,28
296,2025-07-01,Store-3,North,Retail,P144,Home,Kitchen,Kitchen 1,68.26,1,0,68.26,50.03,18.23,Wallet,C1167,Corporate,,false,,17
297,2025-09-09,Store-1,North,Retail,P102,Sports,Fitness,Fitness 11,50.0,3,0.05,142.5,85.57,56.93,Card,C1087,Consumer,,false,,6
298,2025-06-03,Store-2,Central,Retail,P108,Home,Kitchen,Kitchen 18,28.76,4,0,115.04,76.32,38.72,Card,C1166,Small Business,,false,,26
299,2025-09-26,Store-3,South,Online,P127,Electronics,Audio,Audio 10,152.24,1,0.05,144.63,105.5,39.13,Card,C1045,Small Business,NEW20,false,,44
300,2025-09-02,Store-2,Central,Online,P132,Home,Kitchen,Kitchen 1,22.89,2,0.05,43.49,34.16,9.33,Wallet,C1164,Small Business,,false,,41
301,2025-06-07,Store-3,North,Retail,P109,Home,Kitchen,Kitchen 3,147.27,5,0,736.35,458.04,278.31,Card,C1036,Small Business,,true,2025-06-16,44
302,2025-09-19,Store-2,Central,Online,P132,Electronics,Phones,Phones 10,81.98,2,0.1,147.56,132.33,15.23,Card,C1117,Corporate,VIP5,false,,1
303,2025-07-18,Store-1,North,Online,P185,Home,Kitchen,Kitchen 11,59.14,1,0,59.14,36.77,22.37,Card,C1040,Small Business,,false,,42
304,2025-07-02,Store-1,North,Online,P112,Home,Decor,Decor 2,79.69,1,0.15,67.74,52.51,15.23,Card,C1016,Corporate,,false,,8
305,2025-09-26,Store-2,Central,Online,P147,Electronics,Audio,Audio 9,77.24,2,0.15,131.31,104.91,26.4,Card,C1042,Corporate,NEW20,false,,14
306,2025-08-21,Store-1,North,Retail,P130,Home,Kitchen,Kitchen 16,56.27,1,0,56.27,35.44,20.83,Cash,C1094,Consumer,VIP5,false,,30
307,2025-07-25,Store-2,North,Online,P171,Home,Decor,Decor 16,23.28,1,0.1,20.95,15.58,5.37,Card,C1059,Corporate,NEW20,false,,7
308,2025-06-23,Store-1,Central,Retail,P160,Home,Decor,Decor 8,187.63,5,0,938.15,583.02,355.13,Card,C1123,Small Business,WINTER10,true,2025-06-25,3
309,2025-07-24,Store-3,North,Online,P121,Sports,Fitness,Fitness 17,173.61,2,0,347.22,216.99,130.23,Cash,C1119,Corporate,WINTER10,false,,28
310,2025-08-18,Store-2,North,Online,P184,Home,Kitchen,Kitchen 12,18.29,4,0.1,65.84,44.59,21.25,Wallet,C1002,Small Business,,false,,41
311,2025-07-29,Store-3,South,Online,P182,Sports,Fitness,Fitness 8,155.65,5,0,778.25,618.97,159.28,Card,C1099,Corporate,,false,,42
312,2025-09-22,Store-3,North,Online,P176,Electronics,Phones,Phones 15,180.81,1,0.1,162.73,108.23,54.5,Card,C1073,Corporate,WINTER10,false,,19
313,2025-09-02,Store-2,South,Online,P151,Electronics,Phones,Phones 1,137.43,1,0.05,130.56,115.48,15.08,Card,C1016,Corporate,VIP5,true,2025-09-06,39
314,2025-09-22,Store-1,North,Retail,P139,Electronics,Audio,Audio 15,57.84,3,0,173.52,125.3,48.22,Cash,C1105,Small Business,,false,,49
315,2025-06-19,Store-1,North,Online,P133,Sports,Fitness,Fitness 20,93.56,5,0.15,397.63,323.48,74.15,Card,C1066,Consumer,,false,,17
316,2025-07-22,Store-1,North,Online,P141,Sports,Fitness,Fitness 2,37.71,4,0,150.84,94.13,56.71,Cash,C1104,Corporate,,false,,9
317,2025-09-02,Store-2,South,Retail,P106,Electronics,Phones,Phones 14,183.38,1,0,183.38,159.76,23.62,Card,C1073,Consumer,WINTER10,true,2025-09-04,33
318,2025-07-17,Store-2,South,Online,P131,Home,Decor,Decor 16,133.33,5,0.05,633.32,550.75,82.57,Wallet,C1049,Corporate,,false,,36
319,2025-07-17,Store-1,South,Retail,P152,Electronics,Audio,Audio 12,191.48,3,0,574.44,465.48,108.96,Card,C1159,Small Business,NEW20,false,,43
320,2025-07-10,Store-1,Central,Retail,P186,Home,Kitchen,Kitchen 6,95.77,3,0,287.31,256.7,30.61,Card,C1053,Small Business,NEW20,true,2025-07-13,47
321,2025-06-28,Store-2,South,Retail,P184,Home,Decor,Decor 16,154.54,2,0,309.08,244.77,64.31,Cash,C1028,Consumer,,false,,25
322,2025-08-16,Store-2,South,Online,P174,Home,Decor,Decor 15,188.76,5,0.15,802.23,566.94,235.29,Wallet,C1194,Corporate,VIP5,false,,30
323,2025-08-26,Store-1,South,Online,P147,Home,Decor,Decor 4,192.68,3,0.15,491.33,389.44,101.89,Wallet,C1063,Small Business,,false,,23
324,2025-09-05,Store-2,South,Retail,P108,Electronics,Audio,Audio 20,93.71,5,0,468.55,309.01,159.54,Card,C1152,Small Business,NEW20,false,,1
325,2025-06-07,Store-1,North,Online,P100,Electronics,Audio,Audio 6,49.84,3,0,149.52,90.58,58.94,Card,C1021,Consumer,WINTER10,false,,30
326,2025-07-11,Store-1,South,Retail,P137,Home,Kitchen,Kitchen 14,150.77,3,0.05,429.69,264.9,164.79,Card,C1067,Consumer,VIP5,false,,4
327,2025-08-17,Store-1,South,Retail,P193,Electronics,Audio,Audio 11,71.63,4,0,286.52,188.11,98.41,Wallet,C1013,Consumer,NEW20,true,2025-08-22,45
328,2025-06-01,Store-1,Central,Online,P112,Home,Decor,Decor 3,119.31,2,0.1,214.76,180.66,34.1,Card,C1159,Consumer,NEW20,true,2025-06-04,0
329,2025-06-23,Store-3,North,Online,P130,Home,Decor,Decor 9,102.75,5,0.15,436.69,305.49,131.2,Card,C1007,Consumer,,false,,32
330,2025-07-06,Store-1,South,Retail,P124,Sports,Fitness,Fitness 6,44.9,3,0.05,127.96,81.81,46.15,Card,C1057,Corporate,VIP5,false,,25
331,2025-07-09,Store-3,South,Retail,P199,Electronics,Phones,Phones 20,66.52,3,0,199.56,139.19,60.37,Card,C1038,Consumer,WINTER10,true,2025-07-10,12
332,2025-07-10,Store-1,South,Retail,P167,Home,Decor,Decor 10,156.21,1,0,156.21,122.96,33.25,Cash,C1123,Consumer,VIP5,false,,28
333,2025-07-09,Store-2,South,Retail,P168,Home,Kitchen,Kitchen 15,157.05,3,0.15,400.48,246.42,154.06,Cash,C1022,Small Business,VIP5,false,,2
334,2025-09-16,Store-3,North,Online,P187,Home,Decor,Decor 20,11.85,1,0.05,11.26,8.23,3.03,Card,C1037,Corporate,,false,,2
335,2025-07-05,Store-3,North,Online,P140,Electronics,Phones,Phones 6,164.61,5,0.1,740.75,482.03,258.72,Card,C1099,Corporate,VIP5,false,,7
336,2025-09-21,Store-1,Central,Online,P133,Electronics,Phones,Phones 13,97.19,2,0.15,165.22,139.32,25.9,Cash,C1100,Small Business,WINTER10,false,,47
