order_id,order_date,store_id,region,sales_channel,product_id,category,subcategory,product_name,unit_price,quantity,discount_rate,revenue,cost,profit,payment_method,customer_id,customer_segment,promo_code,is_return,return_date
100173,2025-06-03,S04,Beirut,In-Store,P0031,Electronics,Accessories,Product 31,135.01,2,0.12,237.62,176.12,61.5,Card,C4204,Consumer,,False,
100174,2025-06-03,S04,Mount Lebanon,Phone,P0036,Grocery,Fresh,Product 36,563.74,4,0.02,2209.86,1799.81,410.05,Card,C4683,Consumer,VIP,False,
100175,2025-06-03,S04,Mount Lebanon,Online,P0050,Electronics,Phones,Product 50,220.88,2,0.15,375.5,371.8,3.7,Cash,C7438,Consumer,,False,
100176,2025-06-03,S04,South,Online,P0014,Electronics,Laptops,Product 14,91.61,2,0.13,159.4,148.87,10.53,Cash,C7747,Consumer,,False,
100177,2025-06-03,S04,Beirut,Online,P0041,Electronics,Phones,Product 41,94.7,3,0.11,252.85,180.92,71.93,Card,C6809,Consumer,,False,
100178,2025-06-03,S04,Beirut,Online,P0029,Home,Kitchen,Product 29,501.37,5,0.12,2206.03,2101.91,104.12,Cash,C3913,Consumer,SUMMER10,False,
100179,2025-06-03,S04,Mount Lebanon,Phone,P0015,Grocery,Beverages,Product 15,39.83,1,0.11,35.45,33.17,2.28,Card,C8765,Consumer,WEEKEND,False,
100180,2025-06-03,S04,North,In-Store,P0042,Apparel,Women,Product 42,6.72,1,0.08,6.18,5.08,1.1,Card,C4343,Consumer,SUMMER10,False,
100181,2025-06-03,S04,Beirut,In-Store,P0050,Grocery,Fresh,Product 50,500.08,1,0.09,455.07,332.27,122.8,Card,C3218,Consumer,SUMMER10,False,
100182,2025-06-03,S04,North,In-Store,P0014,Electronics,Phones,Product 14,285.15,1,0.07,265.19,192.82,72.37,Cash,C7280,Consumer,,False,
100183,2025-06-03,S04,South,In-Store,P0009,Home,Decor,Product 9,330.34,1,0.08,303.91,243.01,60.9,Cash,C4840,Corporate,,False,
100184,2025-06-03,S04,Mount Lebanon,Online,P0028,Grocery,Pantry,Product 28,138.7,1,0.15,117.89,103.1,14.79,Cash,C4589,Consumer,SUMMER10,False,
100185,2025-06-03,S04,Beirut,Online,P0007,Electronics,Phones,Product 7,588.48,3,0.08,1624.2,1217.48,406.72,Card,C5801,Consumer,,False,
100186,2025-06-03,S05,Beirut,In-Store,P0032,Apparel,Women,Product 32,351.97,3,0.0,1055.91,756.56,299.35,Card,C1564,Consumer,,False,
100187,2025-06-03,S05,Mount Lebanon,Online,P0013,Electronics,Accessories,Product 13,531.53,3,0.11,1419.19,1023.1,396.09,Card,C9503,Consumer,,False,
100188,2025-06-03,S05,North,Online,P0011,Grocery,Beverages,Product 11,377.33,1,0.11,335.82,284.11,51.71,Cash,C9679,Consumer,WEEKEND,False,
100189,2025-06-03,S05,Beirut,Online,P0024,Apparel,Women,Product 24,592.57,2,0.13,1031.07,918.34,112.73,Cash,C5623,Consumer,SUMMER10,False,
100190,2025-06-03,S05,Mount Lebanon,In-Store,P0032,Grocery,Fresh,Product 32,66.58,3,0.09,181.76,158.51,23.25,Card,C3752,Consumer,,False,
100191,2025-06-03,S05,Beirut,In-Store,P0040,Apparel,Men,Product 40,509.67,1,0.08,468.9,446.37,22.53,Card,C4064,Small Business,,False,
100192,2025-06-03,S05,Beirut,Phone,P0038,Apparel,Men,Product 38,340.81,2,0.07,633.91,415.06,218.85,Wallet,C5798,Corporate,,False,
100193,2025-06-03,S05,Mount Lebanon,Online,P0018,Apparel,Kids,Product 18,162.14,3,0.11,432.91,320.62,112.29,Card,C7087,Consumer,,False,
100194,2025-06-03,S05,Beirut,In-Store,P0002,Grocery,Fresh,Product 2,596.24,2,0.09,1085.16,771.51,313.65,Card,C9290,Consumer,,False,
100195,2025-06-03,S05,North,Online,P0011,Home,Decor,Product 11,357.65,2,0.12,629.46,465.74,163.72,Card,C9660,Consumer,,False,
100196,2025-06-03,S05,South,Online,P0021,Grocery,Beverages,Product 21,599.6,1,0.16,503.66,520.37,-16.71,Card,C6035,Small Business,,False,
100197,2025-06-03,S05,Beirut,Online,P0014,Home,Garden,Product 14,198.32,3,0.13,517.62,440.12,77.5,Card,C1150,Consumer,SUMMER10,False,
100198,2025-06-03,S05,Mount Lebanon,Online,P0037,Electronics,Accessories,Product 37,540.32,1,0.04,518.71,453.31,65.4,Cash,C9212,Small Business,,False,
100199,2025-06-03,S05,North,Online,P0032,Grocery,Fresh,Product 32,533.62,3,0.07,1488.8,1306.45,182.35,Wallet,C8949,Consumer,SUMMER10,False,
100200,2025-06-03,S06,Mount Lebanon,In-Store,P0029,Grocery,Pantry,Product 29,82.15,2,0.09,149.51,104.31,45.2,Cash,C2956,Consumer,,False,
